ID;mes;data_criacao;origem_do_lead;utm_source_form;utm_campaign_form;Detalhe da origem do lead form;Status Sirena;utm_source_bucket;Detalhe_bucket;Status do lead;Status Sirena_bucket;Status_bucket;detalhe_origem_lead;Proprietario_do_lead;propietario_do_bucket;proprietario_da_oportunidade;grupo;pais
2716;8;08/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2717;8;08/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2718;8;08/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2719;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2720;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2721;8;08/09/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2722;8;08/09/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2723;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2724;8;08/09/2022;Inbound;google;google_conv_saas-conversion_brand_search_cpc_latam_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2725;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_video-standard_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2726;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2727;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2728;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_video-standard_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2729;8;08/09/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2730;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2731;8;08/09/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2732;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2733;8;08/09/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2734;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2735;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2736;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2737;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2738;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2739;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2740;8;08/09/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2741;8;08/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2742;8;08/10/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2743;8;08/10/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2744;8;08/10/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2745;8;08/10/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2746;8;08/10/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
2747;8;08/10/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;CO
