ID;mes;data_criacao;origem_do_lead;utm_source_form;utm_campaign_form;Detalhe da origem do lead form;Status Sirena;utm_source_bucket;Detalhe_bucket;Status do lead;Status Sirena_bucket;Status_bucket;detalhe_origem_lead;Proprietario_do_lead;propietario_do_bucket;proprietario_da_oportunidade;grupo;pais
6411;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6412;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6413;8;08/12/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6414;8;08/12/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6415;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6416;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6417;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6418;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6419;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6420;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6421;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6422;8;08/12/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6423;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6424;8;08/12/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6425;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6426;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6427;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6428;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6429;8;08/12/2022;Inbound;organic;(Blog-Organic-Keywords-Portuguese-None-All-SelfService, organic);;Channels Selection;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6430;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6431;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6432;8;08/12/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6433;8;08/12/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6434;8;08/12/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6435;8;13/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6436;8;13/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6437;8;13/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6438;8;13/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6439;8;13/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6440;8;13/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6441;8;13/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6442;8;13/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6443;8;13/08/2022;Inbound;organic;(blog_link_-_-_saas-conversion_pt-br, direct);;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6444;8;13/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6445;8;13/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6446;8;13/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6447;8;13/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6448;8;14/08/2022;Inbound;organic;blog_link_-_-_saas-conversion_pt-br;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6449;8;14/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6450;8;14/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6451;8;14/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6452;8;14/08/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6453;8;14/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6454;8;14/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6455;8;14/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6456;8;14/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6457;8;14/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6458;8;14/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6459;8;14/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6460;8;15/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6461;8;15/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6462;8;15/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6463;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6464;8;15/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6465;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6466;8;15/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6467;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6468;8;15/08/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6469;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6470;8;15/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6471;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6472;8;15/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6473;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6474;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6475;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;Plan Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6476;8;15/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6477;8;15/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6478;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6479;8;15/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6480;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_mob;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6481;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6482;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6483;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6484;8;16/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6485;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6486;8;16/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6487;8;16/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6488;8;16/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6489;8;16/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6490;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6491;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6492;8;16/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6493;8;16/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6494;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6495;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6496;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6497;8;16/08/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6498;8;16/08/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6499;8;16/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
6500;8;16/08/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;LATAM;MX
